id,idade,nomeJogador,nacionalidade,nomeClube
228080,24,F. PASSLACK,GERMANY,BORUSSIA DORTMUND
204320,32,X. MERCIER,FRANCE,FERENCVAROSI TC
219953,30,EMBARBA,SPAIN,RCD ESPANYOL DE BARCELONA
228946,23,M. SVANBERG,SWEDEN,VFL WOLFSBURG
200689,30,R. LEONARD,ENGLAND,MILLWALL
199354,33,LUCAS PEREZ,SPAIN,CADIZ CF
202151,28,K. STAFYLIDIS,GREECE,VFL BOCHUM 1848
235883,22,R. SESSEGNON,ENGLAND,TOTTENHAM HOTSPUR
244892,22,S. DIOP,FRANCE,AS MONACO
234573,25,AURELIO BUTA,PORTUGAL,EINTRACHT FRANKFURT
235176,32,C. BERNARDI,ARGENTINA,CLUB ATLETICO COLON
242619,22,C. DOUCOURE,MALI,CRYSTAL PALACE
241788,29,M. TAREMI,IRAN,FC PORTO
143001,36,C. TEVEZ,ARGENTINA,BOCA JUNIORS
194761,31,BORJA GARCIA,SPAIN,GIRONA FC
203886,31,A. TREBEL,FRANCE,RSC ANDERLECHT
245152,21,S. GIMENEZ,MEXICO,FEYENOORD
228151,26,J. CULLEN,REPUBLIC OF IRELAND,BURNLEY
205965,30,S. RISTOVSKI,NORTH MACEDONIA,DINAMO ZAGREB
220782,26,M. ILAIMAHARITRA,MADAGASCAR,ROYAL CHARLEROI S.C.
240938,31,JUNIOR MESSIAS,BRAZIL,AC MILAN
258881,25,O. NWOBODO,NIGERIA,FC CINCINNATI
251756,24,R. NTEKA,FRANCE,RAYO VALLECANO
254048,24,F. WALLER,URUGUAY,CLUB ATLETICO DE SAN LUIS
233484,23,A. CAMPBELL,SCOTLAND,LUTON TOWN
222400,26,H. WINKS,ENGLAND,TOTTENHAM HOTSPUR
235997,23,FRAN BELTRAN,SPAIN,RC CELTA DE VIGO
201043,31,B. DEJAEGERE,BELGIUM,TOULOUSE FOOTBALL CLUB
207421,27,L. TROSSARD,BELGIUM,BRIGHTON & HOVE ALBION
199503,29,G. XHAKA,SWITZERLAND,ARSENAL
236015,22,M. GIBBS-WHITE,ENGLAND,WOLVERHAMPTON WANDERERS
220876,,F. HONORAT,FRANCE,STADE BRESTOIS 29
230685,29,E. AKBABA,TURKEY,GALATASARAY SK
201888,28,V. BERISHA,NORWAY,
209744,33,E. MENA,CHILE,RACING CLUB
205360,29,K. ROOFE,JAMAICA,RANGERS FC
242287,23,F. ORTEGA,ARGENTINA,VELEZ SARSFIELD
183540,32,B. BANNAN,SCOTLAND,SHEFFIELD WEDNESDAY
198705,29,A. NAJAR,HONDURAS,D.C. UNITED
230829,,A. MOZO,MEXICO,CLUB UNIVERSIDAD NACIONAL
257290,22,JOAO MARIO,PORTUGAL,FC PORTO
245138,22,G. GALOPPO,ARGENTINA,CLUB ATLETICO BANFIELD
212232,28,J. MACLAREN,AUSTRALIA,MELBOURNE CITY FC
179696,33,E. INSUA,ARGENTINA,RACING CLUB
218540,30,A. OYONGO,CAMEROON,MONTPELLIER HERAULT SC
31432,38,D. DROGBA,COTE D'IVOIRE,
225204,25,RAUL GUTI,SPAIN,ELCHE CF
195202,31,T. CAIRNEY,SCOTLAND,FULHAM
239817,23,B. SOUMARE,FRANCE,LEICESTER CITY
171972,34,J. MCARTHUR,SCOTLAND,CRYSTAL PALACE
231628,25,RAFA MIR,SPAIN,SEVILLA FC
234930,27,PEDRO REBOCHO,PORTUGAL,LECH POZNAN
192667,34,A. NYOM,CAMEROON,CD LEGANES
221467,28,LEE CHANG MIN,KOREA REPUBLIC,JEJU UNITED FC
245158,24,L. SUAREZ,COLOMBIA,OLYMPIQUE DE MARSEILLE
235537,21,E. SANCHEZ,MEXICO,PACHUCA
227647,25,M. MITTELSTADT,GERMANY,HERTHA BSC
228645,28,L. GORTLER,GERMANY,FC ST. GALLEN 1879
227796,23,C. PULISIC,UNITED STATES,CHELSEA
222041,26,L. BOYE,ARGENTINA,ELCHE CF
252027,19,A. VRANCKX,BELGIUM,VFL WOLFSBURG
12259,35,S. KEITA,MALI,ROMA
232104,24,D. JAMES,WALES,LEEDS UNITED
186197,31,G. KAKUTA,CONGO DR,RACING CLUB DE LENS
243282,22,D. MCNEIL,ENGLAND,EVERTON
168621,33,ZECA,GREECE,F.C. KBENHAVN
203872,35,G. HAUCHE,ARGENTINA,RACING CLUB
191202,33,N. MATIC,SERBIA,ROMA
252238,19,A. VELASCO,ARGENTINA,FC DALLAS
180930,36,E. DZEKO,BOSNIA AND HERZEGOVINA,INTER
190467,29,D. DE BUEN,MEXICO,PUEBLA FC
241985,25,PEP BIEL,SPAIN,F.C. KBENHAVN
241004,25,F. CARBALLO,URUGUAY,CLUB NACIONAL DE FOOTBALL
178250,36,P. DIOP,SENEGAL,UD IBIZA
251775,25,PAULINHO,BRAZIL,AL FAYHA
194209,34,Y. EL ARABI,MOROCCO,OLYMPIACOS CFP
222457,27,B. MENSAH,GHANA,YUKATEL KAYSERISPOR
261143,,M. BULAT,CROATIA,DINAMO ZAGREB
228092,24,S. BERGE,NORWAY,SHEFFIELD UNITED
238332,26,E. COPETTI,ARGENTINA,RACING CLUB
228579,25,B. HENRICHS,GERMANY,RB LEIPZIG
219670,27,G. PIOVI,ARGENTINA,RACING CLUB
203177,29,D. FOULQUIER,FRANCE,VALENCIA CF
227503,23,J. BRUUN LARSEN,DENMARK,TSG HOFFENHEIM
200454,28,PACO ALCACER,SPAIN,VILLARREAL CF
221413,27,R. ECHEVERRIA,CHILE,CD EVERTON DE VINA DEL MAR
234678,,J. MHLE,DENMARK,ATALANTA
199572,36,C. DEAC,ROMANIA,CFR CLUJ
242429,21,L. CACACE,NEW ZEALAND,EMPOLI
229773,27,G. DZHIKIYA,RUSSIA,SPARTAK MOSKVA
207948,26,B. TRAORE,BURKINA FASO,ASTON VILLA
185195,33,O. IGHALO,NIGERIA,AL HILAL
236368,24,G. MAGGIORE,ITALY,SPEZIA
229971,26,F. CENTONZE,FRANCE,FC METZ
222148,27,O. DUDA,SLOVAKIA,1. FC KOLN
238581,23,R. VARGAS,SWITZERLAND,FC AUGSBURG
205990,27,H. REED,ENGLAND,FULHAM
229585,28,M. DEGENEK,AUSTRALIA,COLUMBUS CREW
203747,27,HECTOR BELLERIN,SPAIN,ARSENAL
250766,22,K. IMERI,SWITZERLAND,SERVETTE FC
251805,21,J. TIMBER,NETHERLANDS,AJAX
243812,21,RODRYGO,BRAZIL,REAL MADRID CF
178616,33,ADRIAN GONZALEZ,SPAIN,CF FUENLABRADA
209440,31,ROMARINHO,BRAZIL,AL ITTIHAD
216531,29,PAULINHO,PORTUGAL,SPORTING CP
235163,32,M. CASTAGNETTI,ITALY,US CREMONESE
226356,26,M. FARES,ALGERIA,LAZIO
210625,27,K. MBABU,SWITZERLAND,FULHAM
204538,31,R. RUIDIAZ,PERU,SEATTLE SOUNDERS FC
192612,34,M. JAJALO,BOSNIA AND HERZEGOVINA,UDINESE CALCIO
198489,33,J. MCCLEAN,REPUBLIC OF IRELAND,WIGAN ATHLETIC
219755,32,U. MATIC,SERBIA,ABHA CLUB
205054,30,K. NAISMITH,SCOTLAND,BRISTOL CITY
199813,30,G. TRAUNER,AUSTRIA,FEYENOORD
253473,20,S. RICCI,ITALY,TORINO F.C.
260599,20,A. VARELA,ARGENTINA,BOCA JUNIORS
165858,35,TCHECO,BRAZIL,CORITIBA
210513,29,J. QUINTERO,COLOMBIA,RIVER PLATE
194063,31,J. GREGUS,SLOVAKIA,SAN JOSE EARTHQUAKES
219792,27,B. SANTAMARIA,FRANCE,STADE RENNAIS FC
185221,34,LUIZ GUSTAVO,BRAZIL,AL NASSR
199715,32,VITOLO,SPAIN,
227232,31,F. SOTOCA,FRANCE,RACING CLUB DE LENS
177569,34,J. DE GUZMAN,NETHERLANDS,SPARTA ROTTERDAM
227884,24,B. OSAYI-SAMUEL,NIGERIA,FENERBAHCE SK
207862,28,M. GINTER,GERMANY,SPORT-CLUB FREIBURG
238227,23,K. DIATTA,SENEGAL,AS MONACO
221639,28,MARIANO,DOMINICAN REPUBLIC,REAL MADRID CF
186801,31,C. KOUYATE,SENEGAL,CRYSTAL PALACE
254887,26,J. ORTIZ,ECUADOR,INDEPENDIENTE DEL VALLE
208777,27,OLIVER TORRES,SPAIN,SEVILLA FC
245055,23,A. MORENO,ARGENTINA,RACING CLUB
255654,22,P. KALULU,FRANCE,AC MILAN
251182,25,IAGO,BRAZIL,FC AUGSBURG
209828,28,CARLINHOS,BRAZIL,PORTIMONENSE SC
210129,33,G. LOVRENCSICS,HUNGARY,HAJDUK SPLIT
242725,23,K. THORSTVEDT,NORWAY,U.S. SASSUOLO CALCIO
196978,30,C. WILSON,ENGLAND,NEWCASTLE UNITED
236403,,E. NDICKA,FRANCE,EINTRACHT FRANKFURT
221714,26,A. MORELOS,COLOMBIA,RANGERS FC
205693,28,S. HALLER,COTE D'IVOIRE,BORUSSIA DORTMUND
9014,36,A. ROBBEN,NETHERLANDS,FC GRONINGEN
194669,29,M. RITZMAIER,AUSTRIA,SV SANDHAUSEN
221016,29,N. VUKCEVIC,MONTENEGRO,LEVANTE UNION DEPORTIVA
211098,28,B. DACK,ENGLAND,BLACKBURN ROVERS
184344,,L. BONUCCI,ITALY,JUVENTUS
224540,25,E. BOATENG,GHANA,DALIAN PROFESSIONAL FOOTBALL CLUB
253322,29,L. QUINONEZ,ECUADOR,BARCELONA SPORTING CLUB
212153,28,R. GAGLIARDINI,ITALY,INTER
256287,19,F. FARIAS,ARGENTINA,CLUB ATLETICO COLON
205970,28,J. WALLACE,ENGLAND,WEST BROMWICH ALBION
208448,30,E. FORSBERG,SWEDEN,RB LEIPZIG
232498,27,ISI,SPAIN,RAYO VALLECANO
210021,27,H. MUKHTAR,GERMANY,NASHVILLE SC
232080,25,J. HARRISON,ENGLAND,LEEDS UNITED
134744,39,A. HUTCHINSON,CANADA,BESIKTAS JK
229167,26,M. RASHICA,KOSOVO,NORWICH CITY
221660,27,V. LINDELOF,SWEDEN,MANCHESTER UNITED
224656,25,O. AINA,NIGERIA,TORINO F.C.
258478,23,B. ZAYNUTDINOV,KAZAKHSTAN,PFC CSKA MOSCOW
241184,25,JUNIOR FIRPO,SPAIN,LEEDS UNITED
218359,28,D. NDONG,GABON,DIJON FCO
220763,26,R. THOMAS,NEW ZEALAND,PSV
239744,22,M. CUISANCE,FRANCE,VENEZIA FC
227536,31,M. MAREGA,MALI,AL HILAL
256688,23,C. PUERTAS,SWITZERLAND,ROYALE UNION SAINT-GILLOISE
230005,24,T. DAVIES,ENGLAND,EVERTON
233260,,A. VEGA,MEXICO,
207956,28,P. MPANZU,CONGO DR,LUTON TOWN
49370,34,T. MOTTA,ITALY,PARIS SAINT-GERMAIN
194845,31,W. KHAZRI,TUNISIA,MONTPELLIER HERAULT SC
52091,36,P. EVRA,FRANCE,WEST HAM UNITED
220831,26,M. MALSA,FRANCE,LEVANTE UNION DEPORTIVA
225850,26,P. KIMPEMBE,FRANCE,PARIS SAINT-GERMAIN
194932,30,A. TOWNSEND,ENGLAND,EVERTON
200469,30,L. RUPP,GERMANY,NORWICH CITY
222573,25,A. TELLO,COLOMBIA,BENEVENTO
242336,26,AGUADO,SPAIN,REAL VALLADOLID CF
206254,31,M. STEVANOVIC,BOSNIA AND HERZEGOVINA,SERVETTE FC
164322,28,WILLIAN,BRAZIL,CRUZEIRO
214955,33,E. MAS,ARGENTINA,ESTUDIANTES DE LA PLATA
234711,24,J. BREKALO,CROATIA,VFL WOLFSBURG
237183,26,M. ROJAS,PARAGUAY,RACING CLUB
253306,21,M. UGARTE,URUGUAY,SPORTING CP
179591,35,PABLO HERNANDEZ,SPAIN,LEEDS UNITED
185020,35,JOSE CALLEJON,SPAIN,GRANADA CF
262925,22,A. ZORGANE,ALGERIA,ROYAL CHARLEROI S.C.
229880,24,A. WAN-BISSAKA,ENGLAND,MANCHESTER UNITED
244257,21,J. BURKARDT,GERMANY,1. FSV MAINZ 05
252935,22,L. FERNANDEZ,URUGUAY,DEPORTIVO TOLUCA
206534,28,P. BAMFORD,ENGLAND,LEEDS UNITED
237712,23,V. CASTELLANOS,ARGENTINA,GIRONA FC
255001,20,N. ROVELLA,ITALY,JUVENTUS
189595,,M. EKICI,TURKEY,
228414,26,MATHEUS PEREIRA,BRAZIL,AL HILAL
202429,28,D. DA COSTA,GERMANY,1. FSV MAINZ 05
226168,25,M. EGGESTEIN,GERMANY,SPORT-CLUB FREIBURG
213557,28,JOAO PEDRO,PORTUGAL,CD TONDELA
142754,36,J. MASCHERANO,ARGENTINA,ESTUDIANTES DE LA PLATA
228827,24,J. FUCHS,CAMEROON,PETERBOROUGH UNITED
193414,31,N. COLAZO,ARGENTINA,GIMNASIA Y ESGRIMA LA PLATA
259583,19,D. UDOGIE,ITALY,UDINESE CALCIO
226627,27,T. MINAMINO,JAPAN,AS MONACO
270068,24,CADU,BRAZIL,FC VIKTORIA PLZEN
146963,39,J. PINOLA,ARGENTINA,RIVER PLATE
215455,27,B. PETKOVIC,CROATIA,DINAMO ZAGREB
243887,26,T. MOHR,GERMANY,FC SCHALKE 04
206114,27,K. OLSSON,SWEDEN,RSC ANDERLECHT
242916,22,Y. SUGAWARA,JAPAN,AZ ALKMAAR
234894,23,E. BOHINEN,NORWAY,US SALERNITANA 1919
228336,25,F. GRILLITSCH,AUSTRIA,TSG HOFFENHEIM
189712,32,K. STROOTMAN,NETHERLANDS,OLYMPIQUE DE MARSEILLE
221433,25,O. GOVEA,MEXICO,SV ZULTE WAREGEM
221841,25,A. ARMSTRONG,ENGLAND,SOUTHAMPTON
143587,37,F. BELLUSCHI,ARGENTINA,NEWELL'S OLD BOYS
209289,28,KEVIN RODRIGUES,PORTUGAL,ADANA DEMIRSPOR
232709,26,D. BATALLINI,ARGENTINA,CLUB ATLETICO INDEPENDIENTE
227222,27,F. GUILBERT,FRANCE,ASTON VILLA
238988,26,M. ULLMANN,AUSTRIA,VENEZIA FC
186200,31,F. BORINI,ITALY,FATIH KARAGUMRUK S.K.
241,39,R. GIGGS,WALES,MANCHESTER UNITED
208596,28,A. BELOTTI,ITALY,
166074,31,BEBE,CAPE VERDE ISLANDS,RAYO VALLECANO
211454,29,M. ELNENY,EGYPT,ARSENAL
212150,26,M. MEYER,GERMANY,FENERBAHCE SK
225951,27,D. BOUANGA,GABON,LOS ANGELES FC
49072,35,D. FORLAN,URUGUAY,
235794,24,E. EZE,ENGLAND,CRYSTAL PALACE
221479,25,D. CALVERT-LEWIN,ENGLAND,EVERTON
232999,23,T. ADAMS,UNITED STATES,LEEDS UNITED
245660,26,K. KONATE,COTE D'IVOIRE,
223627,32,O. AL SOMAH,SYRIA,AL AHLI
183422,34,J. HOWSON,ENGLAND,MIDDLESBROUGH
236822,23,G. GUDMUNDSSON,SWEDEN,LOSC LILLE
225964,,J. CARRASCAL,COLOMBIA,PFC CSKA MOSCOW
228813,25,ALEIX GARCIA,SPAIN,GIRONA FC
232883,30,G. SHIBASAKI,JAPAN,CD LEGANES
242087,27,H. MORITA,JAPAN,SPORTING CP
204493,29,R. HOLZHAUSER,AUSTRIA,OUD-HEVERLEE LEUVEN
245253,,L. BARREIRO MARTINS,LUXEMBOURG,1. FSV MAINZ 05
239529,24,F. ONYEKA,NIGERIA,BRENTFORD
237223,28,J. GRESSEL,GERMANY,VANCOUVER WHITECAPS FC
201887,29,D. JOHNSON,JAMAICA,PRESTON NORTH END
217242,28,Y. KUBO,JAPAN,FC CINCINNATI
234078,24,O. MANGALA,BELGIUM,NOTTINGHAM FOREST
241854,22,P. SCHUURS,NETHERLANDS,AJAX
184716,32,J. ALLEN,WALES,SWANSEA CITY
259564,25,J. MONTECINOS,CHILE,CLUB TIJUANA
183339,31,J. BERGET,NORWAY,MALMO FF
207554,30,V. CLAESSON,SWEDEN,F.C. KBENHAVN
247827,20,M. OLISE,FRANCE,CRYSTAL PALACE
226093,25,C. ADAMS,SCOTLAND,SOUTHAMPTON
187702,31,O. EL KADDOURI,MOROCCO,PAOK
221445,30,WU LEI,CHINA PR,RCD ESPANYOL DE BARCELONA
188942,31,V. WANYAMA,KENYA,CLUB DE FOOT MONTREAL
212260,29,HWANG UI JO,KOREA REPUBLIC,FC GIRONDINS DE BORDEAUX
246914,26,R. ROJAS,PARAGUAY,RIVER PLATE
230107,26,L. COULIBALY,MALI,US SALERNITANA 1919
221737,26,Y. MORENO,COLOMBIA,PACHUCA
252802,21,W. SINGO,COTE D'IVOIRE,TORINO F.C.
204709,29,D. RUBIO,CHILE,COLORADO RAPIDS
246562,24,D. SORESCU,ROMANIA,RAKOW CZESTOCHOWA
215108,33,J. BUFFARINI,ARGENTINA,CLUB ATLETICO TALLERES
258334,27,M. KACER,SLOVAKIA,FC VIKTORIA PLZEN
45186,40,JOAQUIN,SPAIN,REAL BETIS BALOMPIE
236288,25,I. MATHEW,NIGERIA,LILLESTRM SK
235944,25,BRAIS MENDEZ,SPAIN,REAL SOCIEDAD
199412,29,SEBA,BRAZIL,AL SHABAB
222943,30,JONY,SPAIN,REAL SPORTING DE GIJON
255934,22,J. ONANA,CAMEROON,FC GIRONDINS DE BORDEAUX
239910,25,A. BOUPENDZA,GABON,AL SHABAB
241508,,M. DAMSGAARD,DENMARK,U.C. SAMPDORIA
211857,27,ALEX MUNOZ,SPAIN,LEVANTE UNION DEPORTIVA
201073,30,N. DE PREVILLE,FRANCE,FC METZ
241187,21,L. GEERTRUIDA,NETHERLANDS,FEYENOORD
242069,24,J. SIERRA,ECUADOR,DEPORTIVO TOLUCA
148403,36,LUIZ CARLOS,BRAZIL,FC PACOS DE FERREIRA
230084,23,L. NMECHA,GERMANY,VFL WOLFSBURG
242204,22,C. KOUAN OULAI,COTE D'IVOIRE,PERUGIA
108080,35,S. LICHTSTEINER,SWITZERLAND,FC AUGSBURG
259036,23,V. KORNIIENKO,UKRAINE,SHAKHTAR DONETSK
229071,30,K. ONISIWO,AUSTRIA,1. FSV MAINZ 05
246870,26,E. DIAZ,ARGENTINA,CLUB ATLETICO TALLERES
206085,27,J. MURPHY,ENGLAND,NEWCASTLE UNITED
221488,31,R. HOLLINGSHEAD,UNITED STATES,LOS ANGELES FC
213106,31,R. SIGURJONSSON,ICELAND,CFR CLUJ
266866,22,EDERSON,BRAZIL,ATALANTA
222716,25,EVERTON,BRAZIL,SL BENFICA
188537,31,L. NEGO,HUNGARY,
228415,,L. GODOY,ARGENTINA,ESTUDIANTES DE LA PLATA
247361,21,B. AARONSON,UNITED STATES,LEEDS UNITED
190456,31,N. CLYNE,ENGLAND,CRYSTAL PALACE
251806,21,Q. TIMBER,NETHERLANDS,FEYENOORD
191210,31,S. CORCHIA,FRANCE,FC NANTES
158144,38,SALVA SEVILLA,SPAIN,DEPORTIVO ALAVES
225174,,D. LOUISERRE,FRANCE,EN AVANT DE GUINGAMP
184472,34,M. OLSSON,SWEDEN,MALMO FF
238857,27,WILSON MANAFA,PORTUGAL,FC PORTO
207566,30,WILLIAM CARVALHO,PORTUGAL,REAL BETIS BALOMPIE
169705,32,R. BERTRAND,ENGLAND,LEICESTER CITY
225855,26,A. BOBICHON,FRANCE,ANGERS SCO
237221,24,J. FOYTH,ARGENTINA,VILLARREAL CF
213956,26,ADAMA TRAORE,SPAIN,WOLVERHAMPTON WANDERERS
246618,19,A. HLOZEK,CZECH REPUBLIC,
224520,25,R. KENT,ENGLAND,RANGERS FC
205402,28,J. BOETIUS,NETHERLANDS,HERTHA BSC
269780,29,T. ROBERTS,ZIMBABWE,AFC RICHMOND
234948,24,L. AMANI,COTE D'IVOIRE,ROYALE UNION SAINT-GILLOISE
188955,32,G. BOU,ARGENTINA,NEW ENGLAND REVOLUTION
205330,25,J. LOUIS,HAITI,STADE MALHERBE CAEN
185422,30,J. KING,NORWAY,FENERBAHCE SK
225071,26,B. WHITEMAN,ENGLAND,PRESTON NORTH END
211378,29,J. IRVINE,AUSTRALIA,FC ST. PAULI
212118,26,M. GRIMES,ENGLAND,SWANSEA CITY
215333,31,D. ZAPATA,COLOMBIA,ATALANTA
178509,35,O. GIROUD,FRANCE,AC MILAN
233556,25,R. ORSOLINI,ITALY,BOLOGNA
255882,19,F. DIAZ,URUGUAY,LIVERPOOL FUTBOL CLUB
256692,27,M. NAME,SENEGAL,PARIS FC
124375,36,B. YLMAZ,TURKEY,FORTUNA SITTARD
269778,22,O. KUKOC,ENGLAND,AFC RICHMOND
211108,28,FEI NANDUO,CHINA PR,GUANGZHOU FC
211784,25,N. MAUPAY,FRANCE,BRIGHTON & HOVE ALBION
244895,21,A. YUSUF,NIGERIA,ROYAL ANTWERP FC
216194,32,DANI GARCIA,SPAIN,ATHLETIC CLUB DE BILBAO
189725,32,T. CLEVERLEY,ENGLAND,WATFORD
257536,25,J. KUCHTA,CZECH REPUBLIC,
237153,25,L. BLESSING,GHANA,LOS ANGELES FC
199231,32,KIM TAE HWAN,KOREA REPUBLIC,ULSAN HYUNDAI FC
231352,24,T. ABRAHAM,ENGLAND,ROMA
247832,23,THIERRY CORREIA,PORTUGAL,VALENCIA CF
139068,35,NANI,PORTUGAL,MELBOURNE VICTORY
240992,26,N. ESTEVEZ,ARGENTINA,PARMA
224389,25,J. LARSSON,SWEDEN,FC SCHALKE 04
190885,31,A. SMITH,ENGLAND,
254487,24,MATHEUS HENRIQUE,BRAZIL,U.S. SASSUOLO CALCIO
258615,23,ZARRAGA,SPAIN,ATHLETIC CLUB DE BILBAO
257279,20,ALEX BAENA,SPAIN,VILLARREAL CF
228312,29,R. LOD,FINLAND,MINNESOTA UNITED FC
201153,29,MORATA,SPAIN,ATLETICO DE MADRID
240740,21,C. HUDSON-ODOI,ENGLAND,CHELSEA
210930,29,CARLES GIL,SPAIN,NEW ENGLAND REVOLUTION
181318,32,A. EKDAL,SWEDEN,SPEZIA
199069,30,V. ABOUBAKAR,CAMEROON,AL NASSR
223197,25,E. UNAL,TURKEY,GETAFE CF
222240,32,JI XIANG,CHINA PR,SHANDONG TAISHAN
239015,24,E. DENNIS,NIGERIA,WATFORD
193425,,H. BEHRENS,GERMANY,F.C. HANSA ROSTOCK
241486,23,J. KOUNDE,FRANCE,FC BARCELONA
271294,26,O. SHUKUROV,UZBEKISTAN,FATIH KARAGUMRUK S.K.
45674,33,M. ESSIEN,GHANA,PANATHINAIKOS FC
183899,33,P. PIATTI,ARGENTINA,ESTUDIANTES DE LA PLATA
240702,26,R. YAREMCHUK,UKRAINE,SL BENFICA
246608,24,FIDALGO,SPAIN,CLUB AMERICA
242534,22,C. CASSERES JR,VENEZUELA,NEW YORK RED BULLS
201290,30,R. ZULJ,AUSTRIA,LASK LINZ
210381,28,C. LYKOGIANNIS,GREECE,BOLOGNA
231838,,M. WOBER,AUSTRIA,FC RED BULL SALZBURG
183883,33,S. TSHABALALA,SOUTH AFRICA,BB ERZURUMSPOR
212941,22,MAYKE,BRAZIL,CRUZEIRO
246284,24,OSCAR GIL,SPAIN,RCD ESPANYOL DE BARCELONA
218623,29,CAFU,PORTUGAL,NOTTINGHAM FOREST
244176,25,D. UNDAV,GERMANY,BRIGHTON & HOVE ALBION
234774,29,K. LAIFIS,CYPRUS,STANDARD DE LIEGE
45661,34,RAUL,SPAIN,FC SCHALKE 04
205175,28,A. MILIK,POLAND,OLYMPIQUE DE MARSEILLE
240915,22,MIRANDA,SPAIN,REAL BETIS BALOMPIE
255742,24,R. HATATE,JAPAN,CELTIC
254206,23,A. ALVARADO,ECUADOR,LDU QUITO
241487,21,J. FERREIRA,UNITED STATES,FC DALLAS
